Employee ID,age group,Age,Gender,year band,Years at Company,job role,salary band,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition,Attrition,,,KPIS
26064,25-34,32,Female,6-10 years,8,Education,medium,5351,Good,High,High,2,No,42,Associate Degree,Married,0,Entry,Small,47,No,No,No,Poor,Medium,Stayed,,,
61669,55+,58,Female,10+  years,16,Media,high,7027,Excellent,High,High,0,No,53,Master’s Degree,Married,2,Mid,Medium,81,Yes,No,No,Good,Low,Stayed,,,
60556,25-34,27,Female,10+  years,12,Media,medium,4976,Good,High,Average,0,Yes,76,High School,Married,1,Senior,Medium,35,Yes,No,Yes,Good,Medium,Stayed,,,
17931,25-34,32,Male,10+  years,22,Technology,high,9286,Good,Very High,High,3,No,60,Bachelor’s Degree,Divorced,4,Mid,Large,91,No,No,No,Fair,Medium,Stayed,,,
55967,25-34,27,Male,10+  years,16,Healthcare,high,7177,Excellent,Very High,Average,0,Yes,55,High School,Divorced,4,Senior,Small,40,No,No,No,Fair,Low,Stayed,,,
68504,25-34,33,Male,6-10 years,7,Healthcare,high,8823,Excellent,High,Average,0,No,69,Bachelor’s Degree,Married,2,Mid,Large,38,No,No,Yes,Fair,Medium,Stayed,,,
74462,55+,59,Male,10+  years,31,Media,medium,6024,Good,Medium,Average,0,No,71,Bachelor’s Degree,Married,0,Entry,Medium,85,No,No,No,Fair,Low,Left,,,
34479,35-44,44,Female,10+  years,21,Technology,high,9512,Fair,Medium,Low,0,Yes,27,Bachelor’s Degree,Married,0,Entry,Small,51,No,Yes,No,Poor,High,Left,,,
72181,35-44,41,Female,6-10 years,8,Healthcare,high,7955,Fair,High,Below Average,0,Yes,53,Master’s Degree,Married,1,Entry,Small,75,No,No,No,Fair,High,Left,,,
56426,25-34,31,Male,6-10 years,7,Technology,medium,6377,Poor,High,Average,2,No,52,High School,Married,4,Mid,Medium,52,No,No,Yes,Fair,High,Left,,,
45871,25-34,26,Female,10+  years,13,Healthcare,high,10014,Fair,Low,Below Average,1,No,94,High School,Single,0,Senior,Large,50,No,No,Yes,Good,Medium,Left,,,
40487,25-34,27,Male,3-5 years,5,Education,medium,5119,Good,High,Below Average,2,No,61,PhD,Married,2,Mid,Small,49,No,No,No,Fair,Low,Stayed,,,
25892,18-24,22,Male,3-5 years,4,Finance,medium,6311,Excellent,Low,Below Average,0,Yes,82,Associate Degree,Divorced,1,Mid,Medium,73,No,No,Yes,Good,Medium,Left,,,
29162,55+,59,Male,3-5 years,4,Media,medium,6189,Good,High,Average,0,No,10,Master’s Degree,Married,1,Entry,Medium,15,No,No,No,Good,Medium,Left,,,
44769,55+,49,Male,6-10 years,6,Finance,medium,4880,Good,Low,Average,0,No,2,Master’s Degree,Single,4,Entry,Small,33,No,No,No,Fair,Very High,Left,,,
8866,55+,55,Male,10+  years,23,Technology,high,8911,Good,High,Average,0,No,72,Associate Degree,Single,0,Entry,Large,80,No,No,No,Good,Medium,Stayed,,,
5550,25-34,27,Male,10+  years,15,Healthcare,medium,6973,Good,High,Average,0,No,20,High School,Married,1,Senior,Medium,36,No,No,No,Good,Medium,Stayed,,,
58649,55+,46,Male,10+  years,14,Technology,high,9226,Poor,Low,Average,1,No,10,Associate Degree,Divorced,3,Entry,Medium,29,No,No,No,Good,Very High,Left,,,
29863,55+,51,Female,10+  years,13,Technology,high,8710,Good,High,Average,0,No,32,High School,Single,0,Mid,Large,55,No,No,Yes,Excellent,High,Left,,,
31667,25-34,33,Female,10+  years,11,Healthcare,high,7774,Good,High,High,0,No,57,Master’s Degree,Single,0,Entry,Medium,16,No,No,No,Good,High,Left,,,
41273,18-24,21,Male,6-10 years,8,Technology,high,7569,Excellent,Low,Average,1,No,49,Master’s Degree,Divorced,2,Mid,Small,50,No,No,No,Good,High,Stayed,,,
33268,25-34,29,Female,10+  years,14,Finance,high,8219,Fair,High,Average,0,No,26,PhD,Married,1,Mid,Medium,90,No,No,No,Good,High,Stayed,,,
37192,35-44,35,Male,10+  years,27,Education,medium,3194,Good,High,Average,0,No,85,Associate Degree,Divorced,0,Senior,Medium,101,No,No,No,Good,Low,Stayed,,,
57069,55+,49,Male,10+  years,36,Finance,high,9886,Poor,High,Average,0,Yes,69,High School,Married,5,Mid,Large,94,Yes,No,No,Good,Medium,Stayed,,,
39870,35-44,35,Male,10+  years,21,Technology,high,7512,Poor,Very High,Average,0,No,86,Master’s Degree,Single,3,Entry,Medium,98,No,No,Yes,Good,Medium,Left,,,
47207,55+,54,Female,10+  years,19,Technology,high,11067,Poor,High,High,0,No,86,Associate Degree,Married,3,Mid,Small,42,Yes,No,No,Good,Low,Stayed,,,
34672,55+,57,Male,10+  years,37,Media,medium,6007,Excellent,High,Average,0,Yes,48,Bachelor’s Degree,Married,3,Entry,Medium,82,No,No,No,Poor,High,Stayed,,,
22834,35-44,36,Female,10+  years,11,Technology,high,9725,Good,Low,Average,2,Yes,70,High School,Married,3,Mid,Small,70,Yes,No,No,Good,High,Stayed,,,
25743,55+,50,Male,6-10 years,7,Healthcare,high,7371,Good,High,Average,0,Yes,12,Associate Degree,Married,4,Mid,Medium,23,Yes,No,Yes,Good,Low,Stayed,,,
27064,35-44,43,Male,10+  years,26,Healthcare,high,10379,Fair,High,Below Average,0,No,34,Bachelor’s Degree,Single,6,Senior,Medium,102,No,No,No,Excellent,High,Stayed,,,
8424,55+,55,Male,10+  years,27,Education,medium,4186,Poor,High,Average,2,Yes,86,PhD,Married,0,Entry,Medium,75,No,No,No,Excellent,Low,Left,,,
69012,25-34,32,Male,10+  years,22,Education,medium,4085,Good,Medium,Average,0,No,43,High School,Single,0,Entry,Small,70,No,No,No,Excellent,High,Stayed,,,
17116,18-24,19,Female,0-2 years,2,Finance,high,10298,Good,High,Below Average,3,Yes,94,Associate Degree,Married,3,Entry,Large,59,No,No,Yes,Good,Low,Stayed,,,
58843,25-34,32,Female,3-5 years,3,Education,medium,3243,Poor,Very High,Below Average,0,No,83,High School,Single,3,Senior,Large,26,Yes,No,No,Good,Low,Left,,,
69943,25-34,29,Male,0-2 years,1,Technology,medium,5892,Fair,High,Average,1,No,64,High School,Single,4,Entry,Medium,68,No,No,Yes,Good,High,Left,,,
69931,55+,56,Male,6-10 years,10,Technology,high,10638,Poor,Low,Average,1,No,80,PhD,Married,1,Mid,Medium,79,No,No,No,Fair,Low,Left,,,
7001,55+,49,Male,10+  years,24,Finance,high,11680,Good,Medium,High,1,No,17,Bachelor’s Degree,Married,4,Mid,Small,65,Yes,No,No,Good,Medium,Stayed,,,
47617,25-34,29,Female,6-10 years,6,Education,medium,3579,Fair,Low,Low,2,Yes,3,Bachelor’s Degree,Single,1,Entry,Medium,61,No,No,No,Good,Very High,Left,,,
11979,55+,50,Female,10+  years,22,Education,medium,4097,Fair,High,Below Average,1,No,45,Associate Degree,Married,0,Entry,Large,75,No,No,No,Poor,Low,Left,,,
15680,18-24,19,Female,10+  years,11,Finance,high,9814,Good,High,Average,2,No,96,PhD,Married,0,Entry,Medium,75,Yes,No,No,Poor,High,Stayed,,,
27894,55+,56,Female,10+  years,20,Finance,high,14181,Good,High,Average,0,Yes,6,High School,Single,1,Mid,Small,21,Yes,No,Yes,Poor,Medium,Left,,,
8502,18-24,19,Female,3-5 years,5,Finance,high,7960,Good,High,Average,2,Yes,99,High School,Married,1,Mid,Large,66,No,No,No,Poor,High,Stayed,,,
15975,25-34,25,Female,10+  years,17,Healthcare,high,9866,Fair,Very High,Average,3,No,98,Master’s Degree,Single,0,Entry,Medium,43,No,No,Yes,Fair,High,Left,,,
35599,18-24,18,Female,6-10 years,10,Healthcare,medium,6385,Fair,Medium,Average,1,Yes,93,Bachelor’s Degree,Married,2,Mid,Medium,57,No,No,No,Good,Low,Stayed,,,
10513,25-34,25,Male,3-5 years,5,Technology,high,11991,Good,Very High,Average,0,No,91,Bachelor’s Degree,Single,0,Mid,Medium,79,Yes,No,No,Good,High,Stayed,,,
11485,55+,54,Male,10+  years,21,Healthcare,high,7683,Good,High,Average,0,No,16,PhD,Married,1,Mid,Medium,47,No,No,Yes,Good,Low,Stayed,,,
14098,18-24,18,Female,3-5 years,3,Media,medium,6011,Fair,Medium,Average,1,Yes,77,PhD,Single,6,Mid,Small,36,Yes,No,No,Good,High,Stayed,,,
7344,35-44,44,Male,10+  years,20,Media,medium,6668,Good,Medium,Below Average,0,No,50,Bachelor’s Degree,Married,0,Senior,Medium,49,No,No,No,Good,High,Stayed,,,
30728,18-24,18,Female,6-10 years,10,Technology,high,8893,Fair,High,High,0,No,36,PhD,Single,0,Mid,Large,57,No,No,No,Poor,High,Left,,,
46266,25-34,25,Male,3-5 years,3,Media,medium,5420,Good,High,Below Average,1,Yes,29,Master’s Degree,Single,1,Mid,Medium,65,Yes,No,No,Good,Low,Stayed,,,
46693,25-34,27,Male,6-10 years,8,Finance,medium,5649,Fair,Low,Low,0,No,31,Master’s Degree,Married,0,Entry,Medium,58,No,No,No,Poor,High,Left,,,
8796,35-44,36,Male,10+  years,17,Healthcare,high,7661,Excellent,High,Average,0,Yes,70,Master’s Degree,Married,4,Mid,Medium,82,Yes,No,No,Good,High,Stayed,,,
755,18-24,21,Female,10+  years,12,Finance,high,8965,Fair,Low,High,1,No,50,Bachelor’s Degree,Married,4,Mid,Large,75,No,No,No,Excellent,Low,Stayed,,,
25656,55+,49,Male,10+  years,21,Education,medium,4129,Excellent,Medium,High,3,No,28,Bachelor’s Degree,Divorced,1,Mid,Small,90,No,No,No,Fair,Low,Stayed,,,
37407,18-24,21,Male,3-5 years,5,Education,medium,3507,Poor,Medium,Average,0,No,58,Bachelor’s Degree,Single,0,Mid,Large,76,No,Yes,No,Poor,Low,Left,,,
7781,35-44,40,Female,10+  years,11,Education,medium,3676,Excellent,High,Average,0,No,61,Bachelor’s Degree,Married,0,Senior,Medium,42,No,No,No,Fair,High,Stayed,,,
59942,18-24,23,Male,6-10 years,8,Healthcare,high,8967,Good,Medium,Below Average,0,No,79,Associate Degree,Married,1,Mid,Medium,74,No,No,No,Good,Low,Left,,,
36400,55+,46,Female,10+  years,17,Technology,high,10842,Good,Very High,Average,2,No,63,Bachelor’s Degree,Single,0,Senior,Medium,29,No,No,Yes,Excellent,Very High,Left,,,
69062,18-24,18,Male,6-10 years,8,Technology,high,9440,Good,Medium,Below Average,3,No,83,High School,Single,1,Mid,Medium,31,No,No,No,Good,Medium,Left,,,
59599,25-34,25,Male,0-2 years,1,Media,medium,6049,Fair,High,High,0,No,92,Master’s Degree,Married,1,Mid,Medium,19,Yes,No,Yes,Good,Medium,Stayed,,,
20513,55+,47,Female,3-5 years,4,Healthcare,high,8646,Good,High,Average,2,No,59,Bachelor’s Degree,Married,1,Senior,Small,45,No,No,Yes,Fair,Medium,Stayed,,,
16630,35-44,39,Female,10+  years,29,Media,medium,4719,Excellent,Medium,Average,0,No,85,Associate Degree,Single,3,Mid,Medium,37,No,No,No,Good,High,Stayed,,,
60765,55+,51,Female,6-10 years,6,Media,medium,6013,Fair,Very High,High,0,Yes,94,Master’s Degree,Married,1,Entry,Medium,38,Yes,No,No,Poor,Low,Left,,,
20677,35-44,44,Male,10+  years,24,Technology,high,7213,Fair,High,Average,0,No,25,Associate Degree,Married,0,Mid,Medium,43,No,No,No,Good,Low,Stayed,,,
24911,18-24,21,Female,10+  years,11,Healthcare,medium,5804,Poor,Low,Average,0,No,2,Bachelor’s Degree,Single,4,Senior,Medium,17,No,No,No,Good,High,Stayed,,,
59549,55+,45,Female,10+  years,19,Media,medium,6760,Fair,High,Average,0,Yes,68,Bachelor’s Degree,Single,2,Entry,Large,42,No,No,No,Good,Medium,Left,,,
42264,35-44,43,Female,6-10 years,6,Technology,high,7687,Fair,High,High,0,Yes,92,Bachelor’s Degree,Married,4,Mid,Large,31,Yes,No,No,Excellent,Low,Left,,,
30156,25-34,33,Female,6-10 years,9,Education,medium,3444,Excellent,Very High,Low,2,No,96,Master’s Degree,Married,4,Entry,Medium,46,Yes,No,No,Good,High,Left,,,
45373,25-34,25,Male,3-5 years,5,Media,medium,4878,Good,Very High,Average,3,No,82,Associate Degree,Single,0,Mid,Medium,53,Yes,No,No,Poor,Low,Stayed,,,
38652,35-44,35,Male,3-5 years,5,Education,medium,4916,Poor,High,Average,0,No,25,Bachelor’s Degree,Single,3,Entry,Large,22,Yes,No,Yes,Good,Low,Left,,,
18784,55+,49,Male,10+  years,15,Technology,high,7575,Good,Medium,High,0,No,74,Master’s Degree,Divorced,3,Mid,Medium,66,No,No,No,Fair,Low,Stayed,,,
65640,25-34,31,Male,10+  years,23,Education,medium,3274,Poor,Medium,High,1,Yes,70,Bachelor’s Degree,Single,0,Mid,Medium,94,No,No,No,Good,Very High,Left,,,
54512,18-24,19,Male,3-5 years,3,Finance,medium,4773,Good,High,Below Average,0,No,29,Bachelor’s Degree,Married,0,Mid,Small,60,Yes,No,No,Fair,Medium,Stayed,,,
44352,35-44,44,Male,10+  years,11,Media,medium,5677,Fair,High,Below Average,0,No,8,Master’s Degree,Married,4,Entry,Medium,75,No,No,Yes,Good,High,Stayed,,,
37624,35-44,43,Male,10+  years,25,Technology,high,8031,Fair,Very High,Average,3,No,5,Associate Degree,Single,2,Entry,Small,94,No,No,No,Poor,Low,Left,,,
25233,35-44,41,Male,10+  years,15,Media,medium,6466,Fair,Very High,Below Average,2,No,83,Associate Degree,Married,0,Senior,Small,82,No,No,No,Good,Low,Stayed,,,
53198,18-24,23,Male,6-10 years,10,Technology,high,10766,Fair,Low,Average,3,Yes,62,Bachelor’s Degree,Divorced,1,Entry,Small,37,No,No,No,Fair,High,Left,,,
32366,55+,57,Female,10+  years,21,Education,medium,3929,Poor,Medium,Average,0,No,51,Bachelor’s Degree,Married,4,Entry,Small,52,No,No,Yes,Good,Medium,Stayed,,,
61883,25-34,26,Male,10+  years,18,Technology,medium,6765,Excellent,Very High,Below Average,3,No,2,PhD,Single,0,Senior,Medium,41,No,No,No,Fair,Medium,Stayed,,,
42551,55+,47,Male,3-5 years,3,Technology,medium,6963,Good,Very High,Below Average,0,No,88,High School,Married,0,Entry,Large,76,No,No,No,Fair,Low,Left,,,
67559,55+,56,Male,10+  years,29,Technology,high,11778,Poor,Medium,Average,1,No,5,PhD,Married,4,Senior,Small,81,No,No,No,Excellent,Medium,Stayed,,,
38824,55+,53,Male,10+  years,13,Education,medium,4326,Fair,Medium,Below Average,4,No,79,Bachelor’s Degree,Married,1,Entry,Medium,51,Yes,Yes,No,Poor,Low,Stayed,,,
28128,25-34,33,Female,6-10 years,7,Technology,high,7397,Poor,Very High,Below Average,0,No,20,Master’s Degree,Married,1,Mid,Medium,29,No,No,No,Fair,Medium,Left,,,
46055,18-24,20,Male,6-10 years,10,Technology,high,7819,Poor,High,Average,3,No,60,High School,Divorced,0,Entry,Medium,67,No,No,No,Excellent,Low,Stayed,,,
22466,55+,56,Male,10+  years,31,Media,medium,5947,Fair,Medium,High,1,Yes,10,Bachelor’s Degree,Married,0,Mid,Large,62,No,No,Yes,Poor,Medium,Stayed,,,
28614,35-44,36,Male,10+  years,14,Technology,high,10341,Good,High,Average,0,No,6,Associate Degree,Divorced,4,Senior,Medium,89,No,No,No,Fair,Medium,Stayed,,,
24673,35-44,43,Male,0-2 years,1,Media,medium,6553,Excellent,High,Average,0,No,43,Bachelor’s Degree,Married,5,Entry,Medium,8,No,No,No,Poor,Low,Stayed,,,
47631,55+,51,Male,10+  years,41,Technology,high,9545,Good,High,Average,1,No,84,Associate Degree,Married,2,Mid,Small,82,No,No,No,Good,High,Stayed,,,
67072,35-44,38,Female,6-10 years,6,Education,medium,4695,Excellent,Very High,Average,1,No,67,Master’s Degree,Single,2,Mid,Medium,29,Yes,No,No,Fair,Medium,Stayed,,,
56602,18-24,19,Female,6-10 years,10,Education,medium,5325,Good,Medium,Below Average,0,No,3,Master’s Degree,Divorced,1,Entry,Medium,19,No,No,No,Good,Medium,Left,,,
11907,35-44,40,Female,10+  years,20,Finance,high,8767,Good,High,High,1,Yes,95,Bachelor’s Degree,Divorced,1,Mid,Small,89,No,No,No,Good,High,Stayed,,,
62296,35-44,40,Male,0-2 years,2,Education,medium,6244,Good,High,Average,0,No,59,High School,Married,0,Senior,Medium,35,No,No,Yes,Poor,Low,Left,,,
16189,35-44,40,Female,10+  years,21,Healthcare,high,7201,Poor,High,High,0,Yes,17,Associate Degree,Married,1,Senior,Large,74,No,No,No,Fair,Medium,Left,,,
67149,55+,56,Female,10+  years,37,Technology,high,11217,Poor,Low,Low,0,No,2,High School,Single,3,Entry,Medium,48,No,No,No,Fair,Low,Left,,,
1686,55+,57,Female,10+  years,29,Education,medium,4765,Poor,Medium,Low,2,No,77,Associate Degree,Married,4,Mid,Medium,49,No,No,Yes,Excellent,Low,Stayed,,,
58177,25-34,34,Male,10+  years,15,Education,medium,4165,Good,High,Average,2,Yes,96,High School,Married,1,Senior,Small,28,No,No,Yes,Good,Medium,Stayed,,,
42895,35-44,37,Female,3-5 years,4,Finance,high,8034,Good,High,Average,3,No,34,Associate Degree,Single,0,Senior,Small,30,Yes,No,No,Good,Low,Stayed,,,
956,25-34,32,Female,10+  years,15,Media,medium,5114,Poor,Very High,Low,1,Yes,94,Associate Degree,Married,4,Mid,Small,74,No,No,No,Good,Low,Left,,,
36847,55+,52,Male,10+  years,18,Technology,high,7337,Fair,Medium,High,2,No,87,Associate Degree,Married,0,Mid,Small,67,No,No,No,Good,Medium,Left,,,
14814,35-44,40,Male,10+  years,28,Healthcare,high,8241,Excellent,Medium,Below Average,2,Yes,29,Associate Degree,Single,1,Mid,Large,84,No,Yes,No,Good,High,Stayed,,,
14181,18-24,21,Female,10+  years,11,Finance,medium,5951,Fair,Very High,High,0,No,46,Associate Degree,Married,1,Entry,Medium,79,Yes,No,No,Good,High,Left,,,
18152,55+,46,Male,10+  years,35,Education,medium,5214,Fair,Very High,Below Average,0,Yes,78,High School,Divorced,1,Entry,Large,61,No,No,No,Fair,High,Left,,,
33878,55+,46,Male,10+  years,36,Healthcare,high,8456,Fair,High,Average,0,No,80,High School,Married,0,Mid,Medium,52,No,No,No,Poor,Medium,Stayed,,,
36677,35-44,35,Female,10+  years,18,Technology,high,7534,Good,High,Average,1,No,21,Associate Degree,Married,1,Mid,Small,74,Yes,No,Yes,Good,Medium,Stayed,,,
16224,35-44,41,Male,6-10 years,6,Education,low,2749,Good,High,Average,2,No,1,Associate Degree,Single,1,Entry,Medium,77,No,No,No,Good,Low,Left,,,
51779,55+,54,Male,10+  years,28,Technology,high,11689,Good,Very High,High,1,No,86,Associate Degree,Divorced,4,Senior,Medium,85,No,No,No,Fair,Medium,Stayed,,,
69972,18-24,23,Female,10+  years,13,Healthcare,high,8288,Good,High,Average,1,No,47,Bachelor’s Degree,Married,2,Mid,Medium,52,No,No,No,Poor,Low,Stayed,,,
13328,55+,56,Male,10+  years,38,Media,medium,6610,Poor,Very High,Average,0,No,50,Master’s Degree,Married,1,Mid,Large,98,No,No,Yes,Poor,Medium,Stayed,,,
22226,25-34,32,Female,10+  years,14,Technology,high,7759,Fair,Very High,Average,3,Yes,30,High School,Single,3,Entry,Medium,19,No,No,Yes,Good,Low,Left,,,
73497,35-44,38,Female,10+  years,22,Education,medium,3745,Excellent,High,Low,0,Yes,28,Master’s Degree,Single,1,Mid,Medium,81,No,Yes,No,Good,Very High,Stayed,,,
67014,35-44,36,Male,3-5 years,3,Finance,medium,4122,Fair,Very High,Average,0,Yes,52,Bachelor’s Degree,Divorced,0,Mid,Small,42,Yes,No,No,Excellent,Very High,Stayed,,,
1929,25-34,29,Female,10+  years,20,Education,medium,5229,Good,Medium,Below Average,1,No,54,Associate Degree,Single,1,Entry,Medium,46,Yes,No,No,Good,Low,Stayed,,,
89,25-34,28,Female,10+  years,16,Healthcare,high,7235,Fair,Low,Average,1,No,6,Associate Degree,Married,2,Mid,Large,89,Yes,No,Yes,Fair,High,Stayed,,,
55921,55+,47,Male,10+  years,21,Media,medium,5808,Good,High,Average,1,No,77,High School,Single,1,Mid,Medium,61,No,No,No,Good,Medium,Left,,,
13746,25-34,33,Male,10+  years,15,Education,medium,3757,Fair,Very High,High,0,No,84,Bachelor’s Degree,Single,0,Entry,Medium,37,No,No,No,Fair,Low,Left,,,
73283,55+,58,Female,6-10 years,7,Education,medium,5022,Fair,Medium,Below Average,0,Yes,79,Associate Degree,Married,0,Senior,Large,72,No,No,No,Fair,Low,Stayed,,,
30589,18-24,20,Female,6-10 years,6,Finance,high,9509,Poor,High,Average,1,Yes,60,Master’s Degree,Single,1,Senior,Small,57,Yes,No,Yes,Good,High,Left,,,
1871,55+,51,Female,10+  years,20,Healthcare,high,7660,Fair,Low,Average,0,Yes,51,High School,Married,5,Entry,Medium,76,No,No,No,Good,Medium,Left,,,
66194,55+,54,Male,10+  years,13,Healthcare,high,7865,Fair,High,Low,0,Yes,1,Bachelor’s Degree,Married,1,Senior,Medium,71,Yes,No,No,Fair,High,Stayed,,,
67153,25-34,25,Male,10+  years,12,Technology,high,9540,Good,Very High,High,0,Yes,41,Bachelor’s Degree,Married,1,Mid,Medium,83,No,No,No,Good,High,Stayed,,,
47885,55+,46,Female,10+  years,13,Education,medium,3745,Excellent,High,Average,0,Yes,66,Master’s Degree,Single,2,Entry,Medium,31,No,Yes,No,Poor,High,Left,,,
56226,55+,48,Male,3-5 years,3,Technology,high,13446,Fair,Medium,Below Average,1,Yes,80,Associate Degree,Married,1,Mid,Medium,74,No,No,No,Poor,Medium,Left,,,
4088,55+,50,Female,6-10 years,6,Media,medium,6070,Fair,Medium,Average,0,No,34,Associate Degree,Married,0,Entry,Small,8,No,No,No,Good,Medium,Left,,,
15999,35-44,43,Male,10+  years,26,Finance,high,8891,Good,High,Average,0,No,21,Bachelor’s Degree,Married,1,Entry,Medium,30,No,Yes,No,Good,Low,Stayed,,,
69260,25-34,26,Male,3-5 years,4,Education,medium,3769,Good,Medium,Average,2,Yes,7,Bachelor’s Degree,Married,2,Mid,Medium,76,No,No,No,Fair,Low,Left,,,
16955,18-24,23,Male,6-10 years,9,Finance,high,8120,Good,High,Average,0,No,41,High School,Single,3,Senior,Medium,14,No,No,No,Good,Very High,Stayed,,,
70719,55+,53,Female,6-10 years,6,Finance,high,7294,Excellent,Medium,Average,2,No,90,Associate Degree,Single,2,Entry,Medium,45,No,No,No,Fair,High,Left,,,
66149,18-24,23,Female,10+  years,13,Technology,high,11072,Excellent,High,Average,1,No,10,Master’s Degree,Divorced,0,Mid,Medium,84,No,Yes,No,Fair,Low,Left,,,
57035,25-34,34,Female,10+  years,23,Media,medium,5762,Fair,Very High,High,0,No,33,Bachelor’s Degree,Single,1,Senior,Large,55,No,No,Yes,Fair,Low,Stayed,,,
44080,25-34,25,Female,10+  years,16,Education,medium,4149,Fair,Very High,Average,0,No,15,Bachelor’s Degree,Single,0,Entry,Small,89,No,Yes,Yes,Poor,Low,Left,,,
72162,35-44,37,Male,0-2 years,2,Technology,high,7299,Good,High,Average,2,No,15,Associate Degree,Single,1,Mid,Medium,31,No,No,No,Poor,Medium,Left,,,
9129,35-44,35,Male,10+  years,19,Media,medium,5685,Excellent,Very High,Average,1,No,47,High School,Married,1,Entry,Medium,38,No,No,Yes,Excellent,Medium,Stayed,,,
6011,25-34,28,Female,0-2 years,1,Media,medium,5821,Good,High,Average,0,Yes,55,Bachelor’s Degree,Married,0,Entry,Large,36,No,No,No,Good,Medium,Stayed,,,
15150,18-24,21,Male,6-10 years,10,Media,medium,5703,Good,High,Average,1,No,11,Bachelor’s Degree,Divorced,1,Entry,Small,43,No,No,Yes,Excellent,Low,Stayed,,,
50528,25-34,33,Male,6-10 years,9,Education,medium,4632,Good,High,High,0,No,92,Associate Degree,Married,1,Mid,Medium,45,No,No,No,Fair,High,Left,,,
42506,35-44,41,Male,10+  years,29,Education,medium,5364,Poor,Very High,Average,1,Yes,15,High School,Single,3,Entry,Medium,89,No,No,No,Good,High,Left,,,
55380,55+,46,Male,10+  years,29,Technology,high,9086,Good,High,Average,0,No,58,PhD,Single,2,Entry,Small,69,No,No,No,Good,Medium,Left,,,
41247,18-24,22,Male,10+  years,13,Healthcare,high,8467,Poor,Very High,High,3,No,66,Bachelor’s Degree,Married,2,Entry,Medium,40,No,No,Yes,Good,High,Left,,,
25057,55+,53,Male,10+  years,28,Finance,high,8842,Fair,Low,High,0,No,68,Master’s Degree,Married,0,Entry,Medium,103,No,No,No,Good,Low,Stayed,,,
67806,18-24,18,Male,6-10 years,9,Technology,high,9394,Poor,High,Average,1,No,92,Associate Degree,Married,4,Entry,Medium,87,No,No,No,Good,Medium,Stayed,,,
53168,35-44,36,Male,10+  years,16,Healthcare,high,9409,Excellent,High,Below Average,0,Yes,31,Bachelor’s Degree,Divorced,1,Mid,Large,63,No,No,No,Excellent,Low,Left,,,
51131,55+,52,Female,3-5 years,4,Healthcare,medium,6954,Poor,High,Below Average,1,No,28,Bachelor’s Degree,Married,3,Senior,Medium,5,No,No,No,Poor,Medium,Stayed,,,
61434,35-44,36,Male,10+  years,14,Technology,high,8661,Good,High,Average,0,No,22,Master’s Degree,Single,0,Mid,Medium,38,No,No,No,Fair,High,Left,,,
45262,35-44,37,Male,10+  years,16,Finance,high,10435,Good,Medium,Below Average,1,No,13,Master’s Degree,Married,3,Mid,Small,74,No,Yes,No,Good,High,Stayed,,,
15088,18-24,19,Male,0-2 years,1,Technology,high,9074,Good,Low,Average,1,Yes,8,PhD,Married,1,Entry,Small,34,No,No,No,Good,Very High,Stayed,,,
7111,55+,52,Male,0-2 years,1,Technology,high,11571,Poor,Medium,Below Average,3,No,29,Master’s Degree,Single,0,Entry,Large,58,Yes,Yes,No,Good,Low,Left,,,
50443,55+,53,Female,6-10 years,8,Finance,high,14292,Fair,High,Average,1,Yes,20,Associate Degree,Married,0,Mid,Large,46,No,No,Yes,Excellent,Low,Stayed,,,
14410,55+,54,Female,10+  years,38,Finance,high,8911,Good,High,Below Average,3,Yes,61,Bachelor’s Degree,Married,3,Senior,Large,65,No,No,No,Excellent,Medium,Stayed,,,
4265,35-44,42,Male,10+  years,11,Finance,medium,4761,Good,High,High,1,No,47,Associate Degree,Married,1,Entry,Small,68,No,No,No,Good,High,Stayed,,,
6367,35-44,38,Female,10+  years,13,Media,medium,5813,Poor,Very High,Average,1,Yes,69,High School,Married,0,Senior,Small,61,No,No,No,Good,Medium,Stayed,,,
68744,18-24,22,Female,3-5 years,4,Technology,high,9680,Fair,High,Below Average,1,Yes,29,Associate Degree,Married,0,Senior,Small,82,No,Yes,No,Fair,Medium,Left,,,
58010,55+,45,Male,6-10 years,7,Healthcare,high,8031,Good,Very High,Average,0,Yes,2,Bachelor’s Degree,Married,2,Mid,Small,61,Yes,No,No,Fair,High,Stayed,,,
28451,55+,57,Female,10+  years,16,Technology,high,7516,Good,Medium,Average,0,No,42,Associate Degree,Married,0,Senior,Medium,34,No,No,No,Poor,Medium,Left,,,
20482,55+,48,Female,10+  years,17,Education,medium,4966,Fair,Very High,High,0,No,1,Master’s Degree,Married,3,Mid,Small,29,No,No,No,Good,Low,Stayed,,,
9485,55+,48,Female,10+  years,19,Education,medium,5505,Good,Very High,Average,0,No,78,High School,Single,0,Senior,Small,59,No,No,Yes,Poor,Medium,Stayed,,,
11817,55+,51,Female,10+  years,26,Healthcare,high,7864,Good,Very High,Average,1,No,82,Bachelor’s Degree,Divorced,1,Mid,Small,75,No,No,Yes,Good,Medium,Left,,,
